,nW,n,utm48_x,utm48_y,x,y,z,lat,lon,zabs
61,272,61,398219.9109939258,5937839.882215422,346.443,-59.367,-2.835,53.579524609035914,103.46267533208801,467.165
62,273,62,398200.9719939258,5937844.6482154215,327.504,-54.601,-2.81,53.57956375765403,103.4623878291931,467.19
63,274,63,398188.5909939258,5937846.9152154215,315.123,-52.334,-2.359,53.57958172427432,103.46220015634074,467.641
64,275,64,398172.6269939258,5937851.000215421,299.159,-48.249,-3.031,53.57961533031348,103.4619577926241,466.969
65,276,65,398160.0689939258,5937852.461215422,286.601,-46.788,-2.456,53.57962601973017,103.46176770991465,467.544
66,277,66,398139.2629939258,5937859.091215421,265.795,-40.158,-2.482,53.579681552200064,103.46145140847236,467.518
67,278,67,398115.1239939258,5937869.270215421,241.656,-29.979,-3.159,53.579768325263906,103.46108362462319,466.841
68,279,68,398108.8169939258,5937871.327215421,235.349,-27.922,-3.22,53.579785582881236,103.46098772707997,466.78
69,280,69,398105.9569939258,5937868.285215422,232.489,-30.964,-3.042,53.57975769399072,103.46094553843318,466.958
70,281,70,398104.9939939258,5937873.204215421,231.526,-26.045,-3.357,53.57980170563137,103.4609293928621,466.643
71,282,71,398107.46499392577,5937872.517215421,233.997,-26.732,-4.289,53.579796012754365,103.46096692548177,465.711
72,283,72,398106.5649939258,5937870.078215421,233.097,-29.171,-3.791,53.57977392275675,103.46095413301228,466.209
73,284,73,398094.8389939258,5937876.521215421,221.371,-22.728,-3.445,53.57982953700776,103.46077498483116,466.555
74,285,74,398092.9249939258,5937873.190215421,219.457,-26.059,-3.145,53.579799235089226,103.46074717380202,466.855
75,286,75,398091.9309939258,5937877.241215421,218.463,-22.008,-3.31,53.57983544143367,103.46073084333969,466.69
76,287,76,398093.8929939258,5937877.087215422,220.425,-22.162,-4.367,53.579834438894345,103.46076051686991,465.633
77,288,77,398081.75299392577,5937880.891215421,208.285,-18.358,-3.308,53.57986626018891,103.4605759790655,466.692
78,289,78,398078.29099392577,5937881.270215421,204.823,-17.979,-3.975,53.57986899290013,103.46052358427983,466.025
79,290,79,398071.8299939258,5937881.979215422,198.362,-17.27,-3.138,53.57987410794908,103.46042580130023,466.862
80,291,80,398071.5179939258,5937877.901215421,198.05,-21.348,-2.767,53.57983740525043,103.46042242221807,467.233
81,292,81,398067.6139939258,5937881.5632154215,194.146,-17.686,-2.81,53.57986955074743,103.46036228183378,467.19
82,293,82,398068.7209939258,5937883.574215421,195.253,-15.675,-4.454,53.57988783532406,103.46037833917961,465.546
83,294,83,398056.6839939258,5937883.710215421,183.216,-15.539,-3.092,53.57988671795498,103.46019655396125,466.908
84,295,84,398057.8949939258,5937875.332215421,184.427,-23.917,-2.243,53.57981167445838,103.46021757442324,467.757
85,296,85,398050.3599939258,5937880.159215421,176.892,-19.09,-2.282,53.57985358197827,103.46010223077711,467.718
86,297,86,398050.4689939258,5937887.056215421,177.001,-12.193,-3.411,53.579915574792864,103.46010162385991,466.589
87,298,87,398053.9859939258,5937887.320215422,180.518,-11.929,-4.823,53.57991863050648,103.46015463913983,465.177
88,299,88,398055.1429939258,5937882.6482154215,181.675,-16.601,-3.908,53.57987687605328,103.46017363400145,466.092
89,300,89,398057.0889939258,5937877.026215421,183.621,-22.223,-3.134,53.57982673890862,103.46020485179842,466.866
90,301,90,398046.8729939258,5937887.548215421,173.405,-11.701,-3.476,53.57991929658802,103.46004716887596,466.524
91,302,91,398040.19299392577,5937888.704215421,166.725,-10.545,-4.011,53.579928385104246,103.45994593314221,465.989
92,303,92,398033.6599939258,5937890.208215421,160.192,-9.041,-3.458,53.57994062899659,103.45984680316968,466.542
93,304,93,398031.82899392577,5937887.187215421,158.361,-12.062,-3.124,53.579913128446,103.4598201446455,466.876
94,305,94,398030.7819939258,5937882.634215421,157.314,-16.615,-2.693,53.57987201482612,103.45980582385539,467.307
95,306,95,398027.9279939258,5937889.733215421,154.46,-9.516,-2.99,53.57993524662372,103.45976041357967,467.01
96,307,96,398029.75299392577,5937891.572215421,156.285,-7.677,-3.637,53.57995212539557,103.45978736762457,466.363
97,308,97,398032.1099939258,5937891.783215421,158.642,-7.466,-4.663,53.579954479516765,103.45982288593879,465.337
98,309,98,398030.9019939258,5937887.344215421,157.434,-11.905,-3.648,53.57991435892181,103.45980609703005,466.352
99,310,99,398030.68799392576,5937883.149215422,157.22,-16.1,-3.217,53.579876623981576,103.45980423635746,466.783
100,311,100,398021.6629939258,5937894.198215421,148.195,-5.051,-3.042,53.5799741479418,103.45966436256622,466.958
101,312,101,398014.9599939258,5937890.280215422,141.492,-8.969,-3.049,53.57993764024997,103.45956443718083,466.951
102,313,102,398016.4079939258,5937895.300215421,142.94,-3.949,-3.472,53.57998302800124,103.45958465969159,466.528
103,314,103,398018.2119939258,5937895.451215421,144.744,-3.798,-4.567,53.579984735543114,103.45961184812782,465.433
104,315,104,398015.5889939258,5937891.543215421,142.121,-7.706,-3.502,53.57994911098565,103.4595735214983,466.498
105,316,105,397998.4639939258,5937902.437215421,124.996,3.188,-3.165,53.5800436667888,103.45931139922742,466.835
106,317,106,397983.9289939258,5937905.386215421,110.461,6.137,-3.485,53.58006733758177,103.45909097782457,466.515
107,318,107,397972.4629939258,5937907.598215422,98.995,8.349,-3.562,53.58008498279924,103.45891713461448,466.438
108,319,108,397960.3649939258,5937909.674215421,86.897,10.425,-3.149,53.58010128281077,103.45873379342179,466.851
109,320,109,397954.5649939258,5937901.852215421,81.097,2.603,-2.744,53.58002987143618,103.45864877887125,467.256
110,321,110,397952.1429939258,5937902.835215421,78.675,3.586,-2.632,53.58003823276286,103.45861188880411,467.368
111,322,111,397952.4459939258,5937904.868215421,78.978,5.619,-2.79,53.580056558820246,103.45861579901616,467.21
112,323,112,397951.0209939258,5937904.089215421,77.553,4.84,-2.664,53.58004928202569,103.45859453824855,467.336
113,324,113,397953.4469939258,5937912.072215421,79.979,12.823,-3.11,53.58012148364231,103.4586285574847,466.89
114,325,114,397953.6179939258,5937902.7792154215,80.15,3.53,-4.424,53.58003801656038,103.45863417748109,465.576
115,326,115,397954.4689939258,5937906.743215421,81.001,7.494,-4.837,53.58007379983978,103.45864573042326,465.163
116,327,116,397955.5049939258,5937908.957215421,82.037,9.708,-5.589,53.580093894843245,103.45866064873535,464.411
117,328,117,397957.1539939258,5937912.050215421,83.686,12.801,-6.088,53.58012200717997,103.45868453513253,463.912
118,329,118,397933.0379939258,5937914.538215421,59.57,15.289,-2.751,53.58013967024264,103.45831960413264,467.249
119,330,119,397906.6989939258,5937917.388215422,33.231,18.139,-2.698,53.58016015216877,103.45792099027594,467.302
120,331,120,397905.9929939258,5937915.017215421,32.525,15.768,-2.476,53.580138710618876,103.45791110617914,467.524
121,332,121,397904.5239939258,5937916.717215422,31.056,17.468,-2.546,53.580153699674646,103.45788837030999,467.454
122,333,122,397902.4899939258,5937912.3982154215,29.022,13.149,-2.413,53.580114496272266,103.45785907248819,467.587
123,334,123,397901.1259939258,5937914.311215421,27.658,15.062,-2.498,53.58013141962448,103.45783785229352,467.502
124,335,124,397899.18199392577,5937919.609215422,25.714,20.36,-2.855,53.58017864528237,103.4578067676546,467.145
125,336,125,397902.3009939258,5937919.099215421,28.833,19.85,-5.161,53.580174669925064,103.45785402700517,464.839
126,337,126,397901.7059939258,5937916.960215421,28.238,17.711,-4.804,53.58015533456461,103.45784574299657,465.196
127,338,127,397902.5429939258,5937914.033215421,29.075,14.784,-3.396,53.58012919754174,103.45785933791728,466.604
128,339,128,397896.39399392577,5937918.227215421,22.926,18.978,-2.576,53.58016568488403,103.45776512482969,467.424
129,340,129,397894.1829939258,5937921.035215422,20.715,21.786,-2.664,53.58019048516878,103.45773082328475,467.336
130,341,130,397896.35099392576,5937921.064215422,22.883,21.815,-4.131,53.58019116778591,103.45776354757056,465.869
131,342,131,397896.1179939258,5937919.592215422,22.65,20.343,-3.646,53.580177896078965,103.45776051110752,466.354
132,343,132,397879.5559939258,5937925.152215421,6.088,25.903,-2.099,53.580224629944006,103.45750862908714,467.901
133,344,133,397875.5759939258,5937917.946215421,2.108,18.697,-1.664,53.58015910702142,103.45745089426339,468.336
134,345,134,397873.0279939258,5937918.382215422,-0.44,19.133,-1.531,53.58016252848861,103.45741228040293,468.469
135,346,135,397874.4989939258,5937926.577215421,1.031,27.328,-2.109,53.58023644936143,103.45743180916241,467.891
136,347,136,397876.5639939258,5937925.801215421,3.096,26.552,-4.033,53.580229878847184,103.45746324169748,465.967
137,348,137,397876.0159939258,5937923.738215421,2.548,24.489,-3.197,53.58021123549429,103.45745564262651,466.803
138,349,138,397875.4689939258,5937921.206215422,2.001,21.957,-2.331,53.580188378234446,103.45744821210813,467.669
139,350,139,397854.8269939258,5937933.892215421,-18.641,34.643,-2.252,53.580298346055855,103.45713239537756,467.748
140,351,140,397849.6829939258,5937930.575215422,-23.785,31.326,-1.728,53.58026754004765,103.45705581352577,468.272
141,352,141,397848.2989939258,5937927.574215421,-25.169,28.325,-1.296,53.58024030565126,103.45703589916025,468.704
142,353,142,397846.8039939258,5937927.349215421,-26.664,28.1,-1.293,53.58023799279378,103.45701340036594,468.707
143,354,143,397845.8159939258,5937928.838215421,-27.652,29.589,-1.31,53.58025117946209,103.45699799562018,468.69
144,355,144,397847.1589939258,5937932.144215421,-26.309,32.895,-1.745,53.58028114639235,103.45701719110427,468.255
145,356,145,397845.8969939258,5937936.090215421,-27.571,36.841,-1.978,53.58031635654885,103.4569968451979,468.022
146,357,146,397848.90499392577,5937935.6652154215,-24.563,36.416,-3.618,53.580313123644544,103.45704240100504,466.382
147,358,147,397848.3339939258,5937931.841215421,-25.134,32.592,-3.049,53.5802786526939,103.45703503115756,466.951
148,359,148,397846.97599392576,5937927.794215421,-26.492,28.545,-2.243,53.580242024746255,103.45701585169152,467.757
149,360,149,397832.9789939258,5937941.078215421,-40.489,41.829,-1.578,53.580358659034445,103.45680016827723,468.422
150,361,150,397812.9659939258,5937946.7732154215,-60.502,47.524,-1.333,53.58040593153439,103.45649613444814,468.667
151,362,151,397810.6579939258,5937944.8642154215,-62.81,45.615,-1.141,53.580388328955564,103.45646191170646,468.859
152,363,152,397808.0059939258,5937945.362215421,-65.462,46.113,-1.118,53.58039228692594,103.45642170700314,468.882
153,364,153,397807.0619939258,5937948.152215421,-66.406,48.903,-1.358,53.58041717194555,103.4564065404071,468.642
154,365,154,397809.3659939258,5937948.159215421,-64.102,48.91,-2.819,53.58041768374733,103.45644132546194,467.181
155,366,155,397809.3549939258,5937945.469215421,-64.113,46.22,-2.02,53.5803935111854,103.45644204007208,467.98
156,367,156,397803.4589939258,5937948.193215421,-70.009,48.944,-1.329,53.580416838323764,103.45635212645986,468.671
157,368,157,397802.5449939258,5937946.4552154215,-70.923,47.206,-1.084,53.58040104380761,103.45633889532436,468.916
158,369,158,397799.9239939258,5937945.334215421,-73.544,46.085,-1.063,53.580390460600206,103.45629968876003,468.937
159,370,159,397799.4859939258,5937944.333215421,-73.982,45.084,-0.927,53.580381380984036,103.45629340329987,469.073
160,371,160,397798.7709939258,5937944.811215421,-74.697,45.562,-1.115,53.58038553662958,103.45628245124597,468.885
161,372,161,397797.13899392576,5937946.1312154215,-76.329,46.882,-0.973,53.58039707920004,103.45625737801504,469.027
162,373,162,397797.6399939258,5937952.568215421,-75.828,53.319,-1.503,53.58045501510324,103.45626283475387,468.497
163,374,163,397799.27999392577,5937944.863215421,-74.188,45.614,-2.283,53.58038610304532,103.45629011943889,467.717
164,375,164,397799.8609939258,5937947.079215421,-73.607,47.83,-2.85,53.58040612764711,103.45629816618512,467.15
165,376,165,397800.4629939258,5937948.914215421,-73.005,49.665,-3.522,53.5804227329466,103.45630665475991,466.478
166,377,166,397801.1459939258,5937950.865215422,-72.322,51.616,-4.476,53.58044039632149,103.4563163283534,465.524
167,378,167,397783.8239939258,5937957.4722154215,-89.644,58.223,-1.227,53.5804963866022,103.45605262535284,468.773
168,378/1,168,397801.6679939258,5937948.914215421,-71.8,49.665,-1.227,53.580422967741825,103.4563248486644,468.773
169,378/2,169,397773.3529939258,5937950.865215422,-100.115,51.616,-1.227,53.58043498009809,103.45589669074803,468.773
170,379,170,397773.3529939258,5937962.355215421,-100.115,63.106,-1.281,53.580538221003685,103.4558929276232,468.719
171,380,171,397759.0099939258,5937966.449215421,-114.458,67.2,-1.106,53.580572211039,103.45567502575427,468.894
172,381,172,397745.8659939258,5937968.874215421,-127.602,69.625,-1.03,53.58059143799526,103.4554757736965,468.97
173,382,173,397737.3679939258,5937971.768215422,-136.1,72.519,-1.245,53.58061578458274,103.45534651653225,468.755
174,383,174,397734.6959939258,5937968.199215421,-138.772,68.95,-0.951,53.58058319513974,103.45530734204944,469.049
175,384,175,397732.9149939258,5937969.052215422,-140.553,69.803,-0.994,53.58059051232442,103.45528017173812,469.006
176,385,176,397732.7409939258,5937972.567215421,-140.727,73.318,-1.139,53.580622061658666,103.45527639288552,468.861
177,386,177,397735.9389939258,5937972.651215421,-137.529,73.402,-3.438,53.58062343996641,103.45532465113399,466.562
178,387,178,397734.84499392577,5937969.2792154215,-138.623,70.03,-1.767,53.58059292829467,103.45530923791014,468.233
179,388,179,397707.9459939258,5937981.295215421,-165.522,82.046,-1.281,53.580695649997004,103.45489915930203,468.719
180,389,180,397705.1049939258,5937976.311215421,-168.363,77.062,-0.78,53.58065031327948,103.45485789714975,469.22
181,390,181,397703.2879939258,5937967.652215421,-170.18,68.403,-0.267,53.58057215536924,103.45483330062751,469.733
182,391,182,397701.1759939258,5937968.002215421,-172.292,68.753,-0.257,53.58057488829169,103.45480129742317,469.743
183,392,183,397699.9179939258,5937969.8982154215,-173.55,70.649,-0.407,53.58059167901499,103.4547816818201,469.593
184,393,184,397701.0979939258,5937973.094215421,-172.37,73.845,-0.564,53.58062062611671,103.45479845083698,469.436
185,394,185,397699.4119939258,5937973.800215421,-174.056,74.551,-0.554,53.58062664087843,103.45477276297568,469.446
186,395,186,397698.4349939258,5937978.180215421,-175.033,78.931,-0.679,53.580665805836446,103.45475657593717,469.321
187,396,187,397699.2949939258,5937982.2562154215,-174.173,83.007,-0.997,53.58070259757144,103.45476822493748,469.003
188,397,188,397702.3229939258,5937968.514215421,-171.145,69.265,-0.674,53.58057971246663,103.45481844785027,469.326
189,398,189,397702.7519939258,5937972.191215421,-170.716,72.942,-1.785,53.58061283500826,103.45482372009671,468.215
190,399,190,397702.7899939258,5937975.544215421,-170.678,76.295,-2.513,53.580642970058896,103.45482319493013,467.487
191,400,191,397702.48699392576,5937981.220215421,-170.981,81.971,-4.039,53.58069391140259,103.45481675973798,465.961
192,401,192,397702.8539939258,5937984.317215421,-170.614,85.068,-5.309,53.5807218103898,103.45482128596282,464.691
193,402,193,397683.4859939258,5937990.454215421,-189.982,91.205,-1.352,53.58077317514101,103.45452684123795,468.648
194,403,194,397681.4359939258,5937985.054215421,-192.032,85.805,-0.976,53.58072425473233,103.45449765891108,469.024
195,404,195,397678.6099939258,5937985.7562154215,-194.858,86.507,-0.967,53.580730011090225,103.45445475965616,469.033
196,405,196,397678.4599939258,5937990.189215422,-195.008,90.94,-1.301,53.580769813559456,103.45445104160456,468.699
197,406,197,397675.3869939258,5937989.728215422,-198.081,90.479,-1.157,53.580765071835636,103.45440479416584,468.843
198,407,198,397673.7659939258,5937991.701215421,-199.702,92.452,-1.295,53.58078248353823,103.454379672213,468.705
199,408,199,397673.4099939258,5937994.231215421,-200.058,94.982,-1.442,53.58080514683331,103.45437346761041,468.558
200,409,200,397675.0049939258,5937991.125215421,-198.463,91.876,-1.757,53.580777549741434,103.4543985684466,468.243
201,410,201,397676.9219939258,5937993.569215422,-196.546,94.32,-2.448,53.580799883748604,103.45442671161348,467.552
202,411,202,397680.1809939258,5937986.892215421,-193.287,87.643,-1.87,53.58074052484328,103.45447810742796,468.13
203,412,203,397680.3839939258,5937989.979215422,-193.084,90.73,-2.593,53.58076830199514,103.45448016051115,467.407
204,413,204,397680.6429939258,5937992.187215421,-192.825,92.938,-3.588,53.580788192013095,103.45448334727952,466.412
205,414,205,397649.8679939258,5938000.615215422,-223.6,101.366,-1.448,53.58085791532995,103.45401591833765,468.552
206,415,206,397631.6359939258,5938006.995215422,-241.832,107.746,-3.083,53.58091168322805,103.45373854430025,466.917
207,416,207,397625.5769939258,5938012.177215422,-247.891,112.928,-4.252,53.58095706229958,103.45364536081058,465.748
208,417,208,397621.2559939258,5937997.616215421,-252.212,98.367,-4.117,53.580825384310316,103.45358489482071,465.883
209,418,209,397618.8439939258,5938012.462215422,-254.624,113.213,-5.311,53.580958308850775,103.45354360679096,464.689
210,419,210,397621.7859939258,5938013.772215421,-251.682,114.523,-6.512,53.58097065383415,103.45358759790915,463.488
211,420,211,397617.5809939258,5938015.755215421,-255.887,116.506,-6.596,53.58098765081174,103.4535234567722,463.404
212,420/1,212,397617.5809939258,5937994.249215421,-255.887,95.0,-4.117,53.580794413536935,103.45353051117006,465.883
213,421,213,397613.13899392576,5938018.566215421,-260.329,119.317,-6.956,53.581012041294464,103.45345546553959,463.044
214,421/1,214,397611.4679939258,5937997.616215421,-262.0,98.367,-6.956,53.580823473636464,103.4534371077755,463.044
215,422,215,397605.8909939258,5938019.852215421,-267.577,120.603,-5.413,53.58102218139849,103.45334560708193,464.587
216,423,216,397589.48099392577,5938022.282215421,-283.987,123.033,-2.309,53.58104081167287,103.45309703736221,467.691
217,423/1,217,397584.4679939258,5937997.616215421,-289.0,98.367,-2.309,53.58081820213526,103.45302944028884,467.691
218,424,218,397570.1979939258,5938024.429215421,-303.27,125.18,-1.993,53.581056337522035,103.45280518123151,468.007
219,425,219,397552.8959939258,5938028.102215421,-320.572,128.853,-3.215,53.581085961126355,103.45254273490245,466.785
220,426,220,397550.4499939258,5938026.328215421,-323.018,127.079,-3.228,53.58106954348134,103.45250638532488,466.772
221,427,221,397549.8079939258,5938027.839215421,-323.66,128.59,-3.391,53.58108299481712,103.45249619587268,466.609
222,428,222,397549.0769939258,5938027.112215421,-324.391,127.863,-3.328,53.58107631973728,103.45248539722131,466.672
223,429,223,397546.7899939258,5938028.117215421,-326.678,128.868,-3.389,53.58108490319353,103.45245053618801,466.611
224,430,224,397546.7539939258,5938031.158215421,-326.714,131.909,-3.631,53.58111222036073,103.452448994417,466.369
225,431,225,397549.1129939258,5938027.698215421,-324.355,128.449,-4.505,53.58108159213643,103.45248574843063,465.495
226,432,226,397548.6909939258,5938030.599215421,-324.777,131.35,-5.414,53.5811075759669,103.45247842446405,464.586
227,433,227,397551.08999392577,5938029.762215422,-322.378,130.513,-5.461,53.5811005239049,103.45251492144243,464.539
228,434,228,397550.5689939258,5938027.426215421,-322.899,128.177,-3.743,53.58107943255036,103.45250782168588,466.257
229,435,229,397528.4469939258,5938033.184215421,-345.021,133.935,-2.599,53.58112684809352,103.45217191383735,467.401
230,436,230,397512.8719939258,5938035.807215421,-360.596,136.558,-2.376,53.58114737324098,103.45193588724476,467.624
231,437,231,397506.51399392576,5938035.628215421,-366.954,136.379,-2.212,53.58114452245297,103.45183994720375,467.788
232,438,232,397506.8279939258,5938033.007215422,-366.64,133.758,-1.956,53.58112103343385,103.4518455489415,468.044
233,439,233,397505.0819939258,5938032.001215422,-368.386,132.752,-1.975,53.58111165305675,103.4518195166299,468.025
234,440,234,397502.3929939258,5938027.370215422,-371.075,128.121,-1.788,53.5810695168035,103.45178043650459,468.212
235,441,235,397500.47599392576,5938027.802215422,-372.992,128.553,-1.789,53.58107302380521,103.45175135009511,468.211
236,442,236,397499.7069939258,5938031.033215421,-373.761,131.784,-1.912,53.58110190491086,103.45173867799512,468.088
237,443,237,397500.6719939258,5938033.093215421,-372.796,133.844,-1.965,53.5811206031456,103.45175257191794,468.035
238,444,238,397498.64399392577,5938037.007215422,-374.824,137.758,-2.105,53.581155375138856,103.45172066598468,467.895
239,445,239,397504.0819939258,5938036.499215421,-369.386,137.25,-4.312,53.581151873358,103.45180294065001,465.688
240,446,240,397503.0259939258,5938033.668215421,-370.442,134.419,-3.418,53.5811262297061,103.45178792588523,466.582
241,447,241,397502.3429939258,5938030.435215421,-371.125,131.186,-3.174,53.58109704686951,103.45177867503658,466.826
242,448,242,397501.40499392577,5938027.625215421,-372.063,128.376,-2.372,53.58107161496551,103.4517654350762,467.628
243,449,243,397482.0579939258,5938040.471215421,-391.41,141.222,-2.242,53.5811832583864,103.4514690977995,467.758
244,450,244,397458.7019939258,5938041.439215422,-414.766,142.19,-2.073,53.58118739033595,103.4511161296288,467.927
245,451,245,397457.65499392577,5938039.869215421,-415.813,140.62,-1.871,53.58117307877582,103.45110083687338,468.129
246,452,246,397454.8739939258,5938039.174215421,-418.594,139.925,-1.813,53.58116629029605,103.45105907515608,468.187
247,453,247,397453.7399939258,5938037.962215422,-419.728,138.713,-1.767,53.581155178442415,103.45104235120252,468.233
